Rk,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Team,PF
24,Maikol Perez,24,6,16,16,0,2,1,0,0,2,0,1,0,7,0.125,0.125,0.188,0.313,3,0,0,0,0,0,QUI,0.887123301
17,Jose Orrantia,25,22,29,25,1,3,0,0,0,1,0,0,4,12,0.12,0.241,0.12,0.361,3,0,0,0,0,0,JAL,1.010882902
5,Marcus Chiu,27,4,12,9,0,1,0,0,0,0,1,0,2,5,0.111,0.273,0.111,0.384,1,0,0,1,0,0,QUI,0.887123301
9,Jesus Fabela,29,5,10,9,1,1,1,0,0,0,0,0,1,3,0.111,0.2,0.222,0.422,2,0,0,0,0,0,MEX,1.116054408
20,Carlos Pacheco,25,22,28,27,2,3,0,1,0,0,1,0,1,13,0.111,0.143,0.185,0.328,5,2,0,0,0,0,CHI,1.104916111
27,Jorge Rivera,23,19,31,30,0,3,0,0,0,1,1,0,1,9,0.1,0.129,0.1,0.229,3,1,0,0,0,0,QUI,0.887123301
24,Diego Rincones,25,5,18,13,1,1,0,0,0,0,0,0,5,2,0.077,0.333,0.077,0.41,1,1,0,0,0,0,CMP,0.989554266
14,Alan Lopez*,28,16,17,15,4,1,0,0,0,0,0,1,2,7,0.067,0.177,0.067,0.243,1,0,0,0,0,0,LEO,1.107484945
32,Shane Skelly,22,17,34,32,0,2,0,0,0,0,0,0,2,24,0.063,0.118,0.063,0.18,2,1,0,0,0,0,QUI,0.887123301
11,Alex Liddi,35,11,23,18,2,1,1,0,0,2,1,0,5,9,0.056,0.261,0.111,0.372,2,0,0,0,0,0,YUC,0.91908046
8,Manny Garcia,26,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,0,0,0,0,0,0,TIJ,0.965961179
36,Hans Wilson,33,3,3,2,0,0,0,0,0,1,0,0,1,1,0,0.333,0,0.333,0,0,0,0,0,0,QUI,0.887123301
9,Eduardo Luna#,20,5,3,2,0,0,0,0,0,0,0,0,0,2,0,0.333,0,0.333,0,0,1,0,0,0,DSL,0.964253313
8,Gael Guzman,19,11,11,10,1,0,0,0,0,0,0,0,1,3,0,0.091,0,0.091,0,1,0,0,0,0,ULA,0.968507678
6,Braulio Cavero*,18,10,10,9,1,0,0,0,0,0,0,0,1,5,0,0.1,0,0.1,0,0,0,0,0,0,MVA,0.986601464
6,Ivan Chavez#,23,22,9,9,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,VER,0.928407717
20,Ivan Morales,23,7,8,7,1,0,0,0,0,0,0,0,1,3,0,0.125,0,0.125,0,0,0,0,0,0,LEO,1.107484945
11,Elmer Lopez,22,8,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,DUR,1.050243683
18,Gustavo Ruiz,24,5,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,JAL,1.010882902
3,Eduardo Arredono#,18,4,7,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CMP,0.989554266
18,Marcos Valenzuela*,21,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DSL,0.964253313
22,Gersel Pitre,27,4,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PUE,1.055090728
10,Robbie Glendinning,28,3,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TAB,0.885204422
16,Shed Long Jr.*,28,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TAB,0.885204422
13,Jesus Higuera,17,4,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,CMP,0.989554266
8,Bryan Corral*,19,16,5,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MVA,0.986601464
2,Luis Amador,20,4,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,TIJ,0.965961179
27,David Washington*,33,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,CHI,1.104916111
10,Aldo Flores*,28,4,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AGU,0.963026964
12,Edson Garcia#,31,3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,AGU,0.963026964
3,Gerardo Castañeda#,25,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PUE,1.055090728
11,Alfredo Hurtado#,26,4,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,LEO,1.107484945
37,Yandy Yánes,26,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,QUI,0.887123301
25,Axel Santos,20,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,AGU,0.963026964
14,Ivan Lozano*,19,5,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,VER,0.928407717
27,Darnell Sweeney#,33,5,2,2,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,PUE,1.055090728
16,Josuán Hernández,30,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,QUI,0.887123301
12,Cristian Mejia,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DSL,0.964253313
16,Victor Rodriguez*,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ULA,0.968507678
4,Omar Bustamante,18,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MVA,0.986601464
3,Kevin Armenta,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAL,0.996117193
22,Juan Vazquez,--,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAL,1.010882902
18,Leonardo Ortiz,16,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MEX,1.116054408
23,Jose Verdugo,16,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MEX,1.116054408
25,Edwin Villavicencio,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEX,1.116054408
13,Carlos Garcia*,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OAX,0.985605712
4,Jacob Barfield,28,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TAB,0.885204422
14,Carlos Gastelum,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,QUI,0.887123301
18,Christian Morales,22,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAL,0.996117193
